guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:19591,Sorex vagrans vagrans,19591,Charles L. Camp,California,Marin County,3 mi W Inverness,Charles L. Camp 697,1913-06-08,"skin, study; whole organism (ethanol)",male,38.1010747,-122.9111073,5283,108,39,12,,,,mm,mm,mm,,,,testes large,
MVZ:Mamm:119525,Sorex vagrans vagrans,119525,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1952-11-23,skull,female,39.44433,-120.18423,4748,108,45,12,,,4.4,mm,mm,mm,,,g,,
MVZ:Mamm:191631,Sorex vagrans vagrans,191631,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17261,1998-06-05,skeleton; tissue (frozen),male,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:143341,Sorex vagrans vagrans,143341,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 645,1971-12-07,"skin, study; skull",male,49.1167,-122.75,3666,99,46,13,8,3,4,mm,mm,mm,mm,mm,g,testes: 3 x 3.5 mm,
MVZ:Mamm:143222,Sorex vagrans vagrans,143222,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 500,1971-08-11,"skin, study; skull",male,49.2167,-122.6,5596,100,45,12,8,4,4.1,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:105329,Sorex vagrans vagrans,105329,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10206,1946-07-26,"skin, study; skull",female,38.377051,-119.342674,5150,117,41,12,,,8.3,mm,mm,mm,,,g,5 emb 8 mm,
MVZ:Mamm:128553,Sorex vagrans vagrans,128553,,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",460,1957-10-06,"skin, study; skull",female,39.44433,-120.18423,4748,105,42,12,3,,5.1,mm,mm,mm,mm,,g,no embryo,
MVZ:Mamm:134736,Sorex vagrans vagrans,134736,Walter W. Dalquest,Washington,San Juan County,"Flat Point, Lopez Island, San Juan Islands, Lopez Island",Walter W. Dalquest 1561,1939-08-02,"skin, study; skull",female,48.5508,-122.9181,335,98,42.6,13,,,5.5,mm,mm,mm,,,g,,
MVZ:Mamm:67728,Sorex vagrans vagrans,67728,,British Columbia,,"Vancouver, New Westminster District",,1933-07-15,"skin, study; skull",male,49.2167,-122.9167,4952,102,42,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:12532,Sorex vagrans vancouverensis,12532,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 838,1910-06-12,"skin, study; skull",female,49.25,-124.8,26356,112,43,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:20702,Sorex vagrans vagrans,20702,Joseph Grinnell,California,Marin County,3 mi W Inverness,Joseph Grinnell 2178,1913-05-29,skeleton; skull,female,38.1010747,-122.9111073,5283,105,41,12.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:114340,Sorex vagrans paludivagus,114340,,California,San Francisco County,"Twin Peaks, San Francisco",347,1950-12-20,"skin, study; skull",male,37.752522,-122.446438,30,111,42,14,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143290,Sorex vagrans vagrans,143290,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 864,1972-03-17,"skin, study; skull",female,49.1667,-123.1167,5436,107,47,13,8,4,5,mm,mm,mm,mm,mm,g,"pregnant, 4 L, 3 R, crown rump (c-r): 2 mm",
MVZ:Mamm:143288,Sorex vagrans vagrans,143288,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 862,1972-03-17,"skin, study; skull",female,49.1667,-123.1167,5436,104,42,12.5,8,3,5.4,mm,mm,mm,mm,mm,g,uterus enlarged,
MVZ:Mamm:142393,Sorex vagrans vagrans,142393,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 628,1971-11-24,"skin, study; skull",female,49.0833,-123.0833,4149,95,43,12,8,4,3.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:71216,Sorex vagrans vagrans,71216,Leo K. Wilson,California,El Dorado County,Taylor Creek at Tallac,Leo K. Wilson 1005,1932-09-24,"skin, study; skull",male,38.9292021,-120.0536438,1735,106,55,12,3,,,mm,mm,mm,mm,,,,
MVZ:Mamm:123550,Sorex vagrans vagrans,123550,"Alan C. Ziegler, William J. Hamilton III",California,Sonoma County,"Shell Beach, ca. 3 mi S (by road) Jenner",1320,1958-10-05,skull,male,38.417053,-123.1041225,818,109,45,13,7,,3.7,mm,mm,mm,mm,,g,"tes 1x1, epio?",
MVZ:Mamm:118630,Sorex vagrans vagrans,118630,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 5I#-17,1953-09-11,skull,female,39.438,-120.2111667,,105,42,,,,4.4,mm,mm,,,,g,,
MVZ:Mamm:143480,Sorex vagrans vagrans,143480,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1229,1972-06-19,"skin, study; skull",female,49.1167,-122.75,3666,100,41,12,7,3,3.3,mm,mm,mm,mm,mm,g,uterus tiny,
MVZ:Mamm:119461,Sorex vagrans vagrans,119461,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-09-29,skull,female,39.44433,-120.18423,4748,104,40,12,,,3.8,mm,mm,mm,,,g,,
MVZ:Mamm:142348,Sorex vagrans vagrans,142348,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 675,1971-12-21,"skin, study; skull",female,49,-123.0333,2622,108,47,14,8,4,3.8,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143443,Sorex vagrans vagrans,143443,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 1069,1972-05-09,"skin, study; skull",male,49.1167,-122.75,3666,100,43,13,7,3,4.4,mm,mm,mm,mm,mm,g,"pregnant, tiny embryo",
MVZ:Mamm:169052,,169052,Edward J. Heske,California,Monterey County,Salinas River Wildlife Refuge,Edward J. Heske 418,1982-01-09,skeleton,female,36.740111,-121.803876,322,93,36,11,6,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:98130,Sorex vagrans vagrans,98130,A. P. Hendrickson,California,Placer County,"5 mi S Truckee, W bank Truckee River",A. P. Hendrickson 680,1942-07-05,"skin, study; skull",male,39.2599291,-120.2080704,7459,103,41,14,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:142364,Sorex vagrans vagrans,142364,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 782,1972-02-16,"skin, study; skull",male,49,-123.0333,2622,97,40,12,8,3,4.1,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:143107,Sorex vagrans vagrans,143107,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1924,1972-10-18,"skin, study; skull",male,49.0833,-123.0833,4149,102,43,12,7,3,4.6,mm,mm,mm,mm,mm,g,Testes 1x1.5mm,
MVZ:Mamm:142514,Sorex vagrans vagrans,142514,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1257,1972-06-21,"skin, study; skull",female,49.0833,-123.0833,4149,101,41,11,7,3,6.3,mm,mm,mm,mm,mm,g,"lact. heavilty, juv. preg 3 rt, 3 lf, tiny emb.",
MVZ:Mamm:143454,Sorex vagrans vagrans,143454,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 1080,1972-05-09,"skin, study; skull",male,49.1167,-122.75,3666,99,42,12,8,3,4.8,mm,mm,mm,mm,mm,g,"pregnant, 2 L, 2 R, crown rump (c-r): 8 mm",
MVZ:Mamm:143406,Sorex vagrans vagrans,143406,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 881,1972-03-28,"skin, study; skull",male,49.1167,-122.75,3666,106,41,12,8,3,6.2,mm,mm,mm,mm,mm,g,testes: 4 x 6 mm,
MVZ:Mamm:12530,Sorex vagrans vancouverensis,12530,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 814,1910-06-11,"skin, study; skull",female,49.25,-124.8,26356,97,40,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:116590,Sorex vagrans vagrans,116590,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 30,1952-09-06,"skin, study; skull",male,39.438,-120.2111667,,104,42,12,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:142827,Sorex vagrans vagrans,142827,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1328,1971-12-01,"skin, study; skull",male,49.0833,-123.0833,4149,105,44,13,8,3,4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:87006,Sorex vagrans vagrans,87006,John E. Chattin,Oregon,Hood River County,"Brooks Meadow, 9 mi ENE Mt. Hood",John E. Chattin 60,1939-07-06,"skin, study; skull",female,45.4189,-121.5208,415,94,39,11,7,,4.2,mm,mm,mm,mm,,g,No embryos,
MVZ:Mamm:143247,Sorex vagrans vagrans,143247,Myrnal L. Hawes,British Columbia,,"McNeil Rd., Pitt Meadows",Myrnal L. Hawes 1398,1972-07-18,"skin, study; skull",female,49.2333,-122.6833,2860,105,47,12.5,8,3,4.2,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:122256,Sorex vagrans vagrans,122256,Alan C. Ziegler,California,Marin County,W end of Tennessee Valley [=Elk Valley],Alan C. Ziegler 957,1957-12-28,skull,female,37.8415598,-122.5511366,1556,100,41,12,8,,4.7,mm,mm,mm,mm,,g,mm. uterus. no emb,
MVZ:Mamm:220656,Sorex vagrans vagrans,220656,"Rika DeVore, Felix P. Ratcliff, Christopher J. Conroy",California,Plumas County,Willow Lake,320,2007-08-23,skull; tissue (frozen); whole organism (ethanol),unknown,40.40535,-121.36491,6,107,42,12,7,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:94078,Sorex vagrans vagrans,94078,Charles G. Sibley,Washington,Clark County,1.25 mi ENE Amboy,Charles G. Sibley 986,1940-08-03,"skin, study; skull",male,45.914494315,-122.42007859,814,100,39,13,8,4,7.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:220653,Sorex vagrans vagrans,220653,"Rika DeVore, Felix P. Ratcliff, Christopher J. Conroy",California,Plumas County,Willow Lake,317,2007-08-23,skull; tissue (frozen); whole organism (ethanol),unknown,40.40535,-121.36491,6,106,41,12,8,,4.0,mm,mm,mm,mm,,g,,
MVZ:Mamm:216220,Sorex vagrans vagrans,216220,James L. Patton,California,Mono County,Bohler Creek,James L. Patton 22307,2005-07-14,"skin, study; skull; tissue (ethanol, 95%)",male,37.90028,-119.12977,1049,95,38,13,6,,3.80,mm,mm,mm,mm,,g,t=3x2,
MVZ:Mamm:94076,Sorex vagrans vagrans,94076,Ward C. Russell,Washington,Clark County,1.25 mi ENE Amboy,Ward C. Russell 7471,1940-08-03,"skin, study; skull",male,45.914494315,-122.42007859,814,98,40,12.5,7,,4.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:118515,Sorex vagrans vagrans,118515,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7-II #-7,1953-07-22,skull,female,39.438,-120.2111667,,115,41,12,9,,6.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:228083,Sorex vagrans vagrans,228083,James L. Patton,Nevada,Humboldt County,"vicinity Cold Spring, Pine Forest Range, 0.84 km N, 3.32 km E Duffer Peak summit",James L. Patton 25808,2012-08-14,"DNA (frozen); skin, study; skull; tissue (ethanol, 95%)",female,41.66959,-118.69062,50,102,41,14,6,,3.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:143174,Sorex vagrans vagrans,143174,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1462,1972-07-25,"skin, study; skull",female,49.288,-122.5972,3104,101,44,12,8,4,3.8,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:191664,Sorex vagrans vagrans,191664,"James L. Patton, Gary M. Fellers",California,Marin County,"0.2 km NW Abbot's Lagoon Parking Area 7.8 km NW Inverness, Point Reyes National Seashore",James L. Patton 17294,1998-06-04,skeleton; tissue (frozen),male,38.1616437,-122.948389,1276,,,,,,,,,,,,,,
MVZ:Mamm:143167,Sorex vagrans vagrans,143167,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1455,1972-07-25,"skin, study; skull",male,49.288,-122.5972,3104,98,44,13,8,3,3.6,mm,mm,mm,mm,mm,g,testes 1x1.5,
MVZ:Mamm:126169,Sorex vagrans vagrans,126169,William Z. Lidicker Jr.,Washington,San Juan County,"0.5 mi N Friday Harbor, San Juan Island, San Juan Islands, San Juan Island",William Z. Lidicker Jr. 2245,1960-06-25,"skin, study; skull",male,48.541636116,-123.0158,3038,106,40,13,5.5,,5,mm,mm,mm,mm,,g,No other,
MVZ:Mamm:120633,Sorex vagrans vagrans,120633,Seth B. Benson,Washington,Clallam County,"Dungeness Hatchery, 4 mi SSW Sequin",Seth B. Benson 11949,1956-05-14,"skin, study; skull",male,48.02508,-123.03805,1622,105,38,12,8,3,6.9,mm,mm,mm,mm,mm,g,"lactating, no embryos",
MVZ:Mamm:88863,Sorex vagrans vagrans,88863,E. Raymond Hall,Washington,Pacific County,4 mi W Chinook,E. Raymond Hall 5659,1939-08-19,skeleton; skull,male,46.2731,-124.02771298,6616,103,42,13,8.2,,,mm,mm,mm,mm,,,,
MVZ:Mamm:191688,Sorex vagrans vagrans,191688,"James L. Patton, Gary M. Fellers",California,Marin County,"1.9 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.6 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17256,1998-06-09,skeleton; tissue (frozen),female,38.0978691,-122.9011817,744,,,,,,,,,,,,,,
MVZ:Mamm:143297,Sorex vagrans vagrans,143297,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1758,1972-03-26,"skin, study; skull",male,49.1667,-123.1167,5436,108,43,13,8,3,7.6,mm,mm,mm,mm,mm,g,Testes: 4 x 6 mm,
MVZ:Mamm:143265,Sorex vagrans vagrans,143265,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 622,1971-11-23,"skin, study; skull",male,49.1667,-123.1167,5436,87,41,12,8,3,3.3,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:12028,Sorex vagrans vagrans,12028,Louise Kellogg,California,Nevada County,Independence Lake,Louise Kellogg 1155,1910-08-09,"skin, study; skull",female,39.4429602,-120.3104788,2169,95,43,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:143254,Sorex vagrans vagrans,143254,David B. Hawes,British Columbia,,"Richmond, Lulu Island, Vancouver Island, Lulu Island",David B. Hawes 125,1970-07-23,"skin, study; skull",male,49.1667,-123.1167,5436,95,43,11,6,,3.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:113012,Sorex vagrans vagrans,113012,Oliver P. Pearson,California,Humboldt County,Big Lagoon,Oliver P. Pearson 1626,1949-08-09,"skin, study; skull",female,41.1604001,-124.1323646,988,109,44,12,8,,4.2,mm,mm,mm,mm,,g,no emb.,
MVZ:Mamm:230733,Sorex vagrans vagrans,230733,James L. Patton,California,Inyo County,"Buckhorn Spring, Deep Springs Valley",James L. Patton 26274,2014-04-23,"DNA (frozen); skin, study; skull; tissue (ethanol)",male,37.26212,-118.03799,9,99,37,14,8,,6.4,mm,mm,mm,mm,,g,t=6x4 mm,
MVZ:Mamm:113010,Sorex vagrans vagrans,113010,Oliver P. Pearson,California,Humboldt County,Big Lagoon,Oliver P. Pearson 1622,1949-08-09,"skin, study; skull",female,41.1604001,-124.1323646,988,106,41,12,8,,5.5,mm,mm,mm,mm,,g,5 embryos,
MVZ:Mamm:206901,Sorex vagrans vagrans,206901,,California,Lassen County,"Blue Lake Campground, Warner Mts., Modoc National Forest",1,2003-09-15,"DNA (frozen); skeleton (postcranial); skin, study; skull; tissue (ethanol, 95%)",unknown,41.13983,-120.28043,644,96,41,12,4,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:105330,Sorex vagrans vagrans,105330,Joye H. Severaid,California,Mono County,"Swager Canyon, Sweetwater Mts.",Joye H. Severaid 736,1946-07-27,"skin, study; skull",male,38.377051,-119.342674,5150,108,40,12,7,3,7.5,mm,mm,mm,mm,mm,g,testes 6 mm,
MVZ:Mamm:74301,Sorex vagrans vagrans,74301,,British Columbia,,"Vancouver, New Westminster District",1229,1936-01-03,"skin, study; skull",female,49.2167,-122.9167,4952,99,46,12.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:19594,Sorex vagrans vagrans,19594,Charles L. Camp,California,Marin County,3 mi W Inverness,Charles L. Camp 700,1913-06-08,"skeleton; skin, study; skull",male,38.1010747,-122.9111073,5283,110,43,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:143338,Sorex vagrans vagrans,143338,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 642,1971-12-07,"skin, study; skull",female,49.1167,-122.75,3666,102,48,13,8,4,3.8,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:118540,Sorex vagrans vagrans,118540,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III-20,1953-07-27,skull,female,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:143342,Sorex vagrans vagrans,143342,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 646,1971-12-07,"skin, study; skull",female,49.1167,-122.75,3666,101,44,12,8,4,3.6,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143339,Sorex vagrans vagrans,143339,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 643,1971-12-07,"skin, study; skull",female,49.1167,-122.75,3666,102,44,13,8,4,4.1,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:12544,Sorex vagrans vancouverensis,12544,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 898,1910-06-17,"skin, study; skull",female,49.25,-124.8,26356,101,42,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:68806,Sorex vagrans vancouverensis,68806,,British Columbia,,"Bowen Island, Howe Sound, Bowen Island",1201,1935-10-06,"skin, study; skull",female,49.376817,-123.366597,6276,94,44,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:143109,Sorex vagrans vagrans,143109,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1926,1972-10-18,"skin, study; skull",female,49.0833,-123.0833,4149,105,44,13,8,3,4.3,mm,mm,mm,mm,mm,g,Uterus tiny; molting,
MVZ:Mamm:12564,Sorex vagrans vancouverensis,12564,Louise Kellogg,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Louise Kellogg 815,1910-06-12,whole organism (ethanol),male,49.25,-124.8,26356,105,42,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:142330,Sorex vagrans vagrans,142330,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 789,1972-02-16,"skin, study; skull",male,49,-123.0333,2622,106,44,13,8,3,5.1,mm,mm,mm,mm,mm,g,testes 4x6 mm,
MVZ:Mamm:68801,Sorex vagrans vancouverensis,68801,,British Columbia,,"Bowen Island, Howe Sound, Bowen Island",1204,1935-10-03,"skin, study; skull",female,49.376817,-123.366597,6276,97,44,12.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:12533,Sorex vagrans vancouverensis,12533,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 839,1910-06-12,"skin, study; skull",female,49.25,-124.8,26356,106,42,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:116593,Sorex vagrans vagrans,116593,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 40,1952-09-10,"skin, study; skull",female,39.438,-120.2111667,,99,42,12,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:116592,Sorex vagrans vagrans,116592,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 38,1952-09-10,"skin, study; skull",male,39.438,-120.2111667,,94,40,13,7,,5.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:142326,Sorex vagrans vagrans,142326,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 785,1972-02-16,"skin, study; skull",male,49,-123.0333,2622,100,38,12,7,3,4.9,mm,mm,mm,mm,mm,g,testes 4x6 mm,
MVZ:Mamm:107728,Sorex vagrans vagrans,107728,"Oliver P. Pearson, Anita K. Pearson",California,Mendocino County,Point Arena,1067,1947-10-12,"skin, study; skull",female,38.9112,-123.7017,2348,102,40,12,8,,5.1,mm,mm,mm,mm,,g,no emb,
MVZ:Mamm:128555,Sorex vagrans vagrans,128555,Donald R. Roberts,California,Nevada County,"Sagehen Creek Field Station, 3.5 mi NW Hobart Mills, Sagehen Creek Field Station",Donald R. Roberts 51,1955-10-16,"skin, study; skull",female,39.43672,-120.23047,2631,95,42,12,5,,3.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:107730,Sorex vagrans vagrans,107730,"Oliver P. Pearson, Anita K. Pearson",California,Mendocino County,Point Arena,1065,1947-10-12,"skin, study; skull",male,38.9112,-123.7017,2348,89,40,12,8,,,mm,mm,mm,mm,,,testes tiny,
MVZ:Mamm:200643,Sorex vagrans vagrans,200643,James L. Patton,California,Shasta County,"Trapsite S-2, Lassen Volcanic National Park",James L. Patton 19707,2002-06-30,skeleton; tissue (ethanol),male,40.4739296,-121.4931509,312,103,42,13,5,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:169050,,169050,Edward J. Heske,California,Monterey County,Salinas River Wildlife Refuge,Edward J. Heske 416,1982-01-09,skeleton,male,36.740111,-121.803876,322,95,37,11,7,,5.5,mm,mm,mm,mm,,g,t = 4x2.5,
MVZ:Mamm:122341,Sorex vagrans vagrans,122341,Charles S. Thaeler Jr.,California,Mendocino County,"Hopland Field Station, 1.7 mi E and 2.1 mi N Hopland, marsh E end Vassar Pasture",Charles S. Thaeler Jr. 238,1957-06-19,"skin, study; skull",male,38.9903924,-123.07839,1012,95,38,12,7,,,mm,mm,mm,mm,,,T.L. 3 mm,
MVZ:Mamm:142346,Sorex vagrans vagrans,142346,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 673,1971-12-21,"skin, study; skull",male,49,-123.0333,2622,97,44,13,8,5,3.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:98133,Sorex vagrans vagrans,98133,A. P. Hendrickson,California,Placer County,"5 mi S Truckee, W bank Truckee River",A. P. Hendrickson 687,1942-07-05,"skin, study; skull",female,39.2599291,-120.2080704,7459,94,34,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:142718,Sorex vagrans vagrans,142718,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1931,1972-10-18,"skin, study; skull",female,49.0833,-123.0833,4149,107,46,13,7,3,3.5,mm,mm,mm,mm,mm,g,Uterus tiny,
MVZ:Mamm:169057,,169057,Edward J. Heske,California,Monterey County,Salinas River Wildlife Refuge,Edward J. Heske 423,1982-01-09,skeleton,female,36.740111,-121.803876,322,100,36,11,7,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:143110,Sorex vagrans vagrans,143110,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1927,1972-10-18,"skin, study; skull",male,49.0833,-123.0833,4149,109,47,13,8,3,4.6,mm,mm,mm,mm,mm,g,Testes 1x1mm; molting',
MVZ:Mamm:12493,Sorex vagrans vancouverensis,12493,Annie M. Alexander,British Columbia,,"Errington, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 89,1910-05-22,"skin, study; skull",male,49.2833,-124.3667,2860,100,44,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:142516,Sorex vagrans vagrans,142516,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1260,1972-06-21,"skin, study; skull",female,49.0833,-123.0833,4149,109,42,12,7,3,5.4,mm,mm,mm,mm,mm,g,lact. heavilty,
MVZ:Mamm:143324,Sorex vagrans vagrans,143324,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 569,1971-11-10,"skin, study; skull",male,49.1167,-122.75,3666,104,46,12,8,4,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:169053,,169053,Edward J. Heske,California,Monterey County,Salinas River Wildlife Refuge,Edward J. Heske 419,1982-01-09,skeleton,male,36.740111,-121.803876,322,99,36,12,7,,5.5,mm,mm,mm,mm,,g,t = 4x3,
MVZ:Mamm:169042,,169042,Edward J. Heske,California,Monterey County,Salinas River Wildlife Refuge,Edward J. Heske 19,1982-01-09,skeleton,female,36.740111,-121.803876,322,99,39,11,6,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:142719,Sorex vagrans vagrans,142719,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1932,1972-10-18,"skin, study; skull",female,49.0833,-123.0833,4149,109,42,12,8,3,6.6,mm,mm,mm,mm,mm,g,Lactating heavily; utertus medium,
MVZ:Mamm:143114,Sorex vagrans vagrans,143114,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1933,1972-10-18,"skin, study; skull",female,49.0833,-123.0833,4149,102,44,12.5,7,3,3.9,mm,mm,mm,mm,mm,g,Uterus tiny; molting,
MVZ:Mamm:143106,Sorex vagrans vagrans,143106,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1923,1972-10-18,"skin, study; skull",male,49.0833,-123.0833,4149,108,48,13,7,3,4,mm,mm,mm,mm,mm,g,Testes 1.5 x 1.5mm,
MVZ:Mamm:143459,Sorex vagrans vagrans,143459,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1109,1972-05-20,"skin, study; skull",female,49.1167,-122.75,3666,98,40,12,7,3,3.8,mm,mm,mm,mm,mm,g,uterus enlarged,
