guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:118647,Sorex vagrans vagrans,118647,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III#-1,1953-09-04,skull,male,39.438,-120.2111667,,110,43,,,,5.1,mm,mm,,,,g,,
MVZ:Mamm:142949,Sorex vagrans vagrans,142949,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1267,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,112,47,13,8,3,4.6,mm,mm,mm,mm,mm,g,t = 1 x 1 mm,
MVZ:Mamm:196653,Sorex vagrans vagrans,196653,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 18068,2000-07-05,"skeleton; tissue (ethanol, 95%)",female,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:142486,Sorex vagrans vagrans,142486,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1124,1972-05-23,"skin, study; skull",male,49.0833,-123.0833,4149,102,39,12,8,4,5.2,mm,mm,mm,mm,mm,g,testes 3x4 mm,
MVZ:Mamm:142964,Sorex vagrans vagrans,142964,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1286,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,107,46,13,8,3,4.5,mm,mm,mm,mm,mm,g,t = 1 x 1.5 mm,
MVZ:Mamm:142968,Sorex vagrans vagrans,142968,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1290,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,109,45,13,9,4,4.8,mm,mm,mm,mm,mm,g,t = 1 x 1 mm,
MVZ:Mamm:142961,Sorex vagrans vagrans,142961,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1283,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,108,45,13,8,4,4.6,mm,mm,mm,mm,mm,g,t = 1 x 1 mm,
MVZ:Mamm:142955,Sorex vagrans vagrans,142955,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1277,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,104,43,13,8,4,4,mm,mm,mm,mm,mm,g,t = 1 x 1 mm,
MVZ:Mamm:142962,Sorex vagrans vagrans,142962,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1284,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,111,48,13,8,4,4.2,mm,mm,mm,mm,mm,g,t = 1.5 x 2 mm,
MVZ:Mamm:12511,Sorex vagrans vancouverensis,12511,Annie M. Alexander,British Columbia,,"Alberni Valley, Hall's Ranch, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 131,1910-06-08,"skin, study; skull",male,49.25,-124.8,26356,99,41,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:142959,Sorex vagrans vagrans,142959,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1281,1972-06-27,"skin, study; skull",male,49.0833,-123.0833,4149,110,47,13,7,3,4.9,mm,mm,mm,mm,mm,g,t = 1 x 1.5 mm,
MVZ:Mamm:142537,Sorex vagrans vagrans,142537,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1325,1972-07-04,"skin, study; skull",male,49.0833,-123.0833,4149,102,43,12,8,3,4.7,mm,mm,mm,mm,mm,g,testes 3x4.5 mm,
MVZ:Mamm:142528,Sorex vagrans vagrans,142528,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1316,1972-07-04,"skin, study; skull",female,49.0833,-123.0833,4149,102,44,12,7,3,3,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:106565,Sorex vagrans vagrans,106565,Richard M. Bond,Oregon,Multnomah County,"Council Crest, Portland",Richard M. Bond 447,1946-09-01,"skin, study; skull",female,45.4889,-122.7014,13,104,39,12,6,,,mm,mm,mm,mm,,,no emb,
MVZ:Mamm:206312,Sorex vagrans vagrans,206312,,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",,2003-08-23,skeleton; tissue (frozen),unknown,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:142545,Sorex vagrans vagrans,142545,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1334,1972-07-04,"skin, study; skull",female,49.0833,-123.0833,4149,100,44,12,8,3,3.7,mm,mm,mm,mm,mm,g,juv.,
MVZ:Mamm:142539,Sorex vagrans vagrans,142539,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1327,1972-07-04,"skin, study; skull",male,49.0833,-123.0833,4149,108,43,12,8,3,4.7,mm,mm,mm,mm,mm,g,testes 3.5x4 mm,
MVZ:Mamm:95624,Sorex vagrans vagrans,95624,Viola M. Hildebrand,California,Mendocino County,Russian Gulch State Park,Viola M. Hildebrand 17,1941-05-17,"skin, study; skull",female,39.3302004,-123.7783436,2866,106,39,13,7,4,5.4,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:143169,Sorex vagrans vagrans,143169,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1457,1972-07-25,"skin, study; skull",female,49.288,-122.5972,3104,102,44,12,8,4,3.8,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:143171,Sorex vagrans vagrans,143171,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1459,1972-07-25,"skin, study; skull",male,49.288,-122.5972,3104,98,41,12,8,3,4,mm,mm,mm,mm,mm,g,testes 1.5x1.5 mm,
MVZ:Mamm:208841,Sorex vagrans vagrans,208841,James L. Patton,California,Shasta County,"Trapsite R-2, Lassen Volcanic National Park",James L. Patton 21815,2004-08-06,"skeleton; skull; tissue (ethanol, 95%)",female,40.5205994,-121.474732,312,94,42,12,5,,3.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:216755,Sorex vagrans vagrans,216755,Christopher J. Conroy,Oregon,Curry County,Sixes,Christopher J. Conroy 1810,2005-10-14,"skin, study; skull; tissue (frozen)",female,42.818005,-124.4811202,235,100,43,12,7,,4.00,mm,mm,mm,mm,,g,Nulliparous,
MVZ:Mamm:142488,Sorex vagrans vagrans,142488,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1126,1972-05-23,"skin, study; skull",male,49.0833,-123.0833,4149,103,42,13,7,3,5.3,mm,mm,mm,mm,mm,g,testes 3.5x5.5 mm,
MVZ:Mamm:142939,Sorex vagrans vagrans,142939,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1214,1972-06-13,"skin, study; skull",female,49.0833,-123.0833,4149,111,42,12,8,3,5.6,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:142930,Sorex vagrans vagrans,142930,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1199,1972-06-13,"skin, study; skull",female,49.0833,-123.0833,4149,110,42,13,8,3,6.5,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:142934,Sorex vagrans vagrans,142934,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1203,1972-06-13,"skin, study; skull",female,49.0833,-123.0833,4149,115,47,13,8,4,6.7,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:119458,Sorex vagrans vagrans,119458,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-07-11,skull,female,39.44433,-120.18423,4748,107,44,12,,,5,mm,mm,mm,,,g,,
MVZ:Mamm:119456,Sorex vagrans vagrans,119456,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-07-11,skull,male,39.44433,-120.18423,4748,109,45,12,,,5.1,mm,mm,mm,,,g,,
MVZ:Mamm:134730,Sorex vagrans vagrans,134730,Walter W. Dalquest,Washington,San Juan County,"Thatcher Bay, Blakely Island, San Juan Islands, Blakely Island",Walter W. Dalquest 1440,1939-07-02,"skin, study; skull",female,48.5531,-122.8172,335,106,45,12.9,,,6.1,mm,mm,mm,,,g,,
MVZ:Mamm:142340,Sorex vagrans vagrans,142340,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 1134,1972-05-24,"skin, study; skull",female,49,-123.0333,2622,102,40,12,7,3,7,mm,mm,mm,mm,mm,g,"preg. 4 rt, 3 lf, c-r = 13 mm, lact. slightly",
MVZ:Mamm:119442,Sorex vagrans vagrans,119442,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-06-17,skull,female,39.44433,-120.18423,4748,112,42,12,,,8.8,mm,mm,mm,,,g,,
MVZ:Mamm:229824,Sorex vagrans vagrans,229824,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2005-08-28,skeleton; skull; tissue (frozen),male,38.908225,-119.968967,,97,34,12,5,,4.9,mm,mm,mm,mm,,g,testis 2x2mm,
MVZ:Mamm:101666,Sorex vagrans vagrans,101666,Ernest S. Booth,Oregon,Umatilla County,"4 mi W Langdon Lake [=Tollgate], 11 mi E of Weston",Ernest S. Booth 810,1943-07-05,"skin, study; skull",female,45.7806,-118.1744,5752,98,40,12,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:142342,Sorex vagrans vagrans,142342,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 1137,1972-05-24,"skin, study; skull",female,49,-123.0333,2622,113,45,13,8,3,5.8,mm,mm,mm,mm,mm,g,"lact. heavily, ut. small",
MVZ:Mamm:113014,Sorex vagrans vagrans,113014,Oliver P. Pearson,California,Humboldt County,"Big Lagoon, Humboldt County",Oliver P. Pearson 8912,1949-08-10,"skin, study; skull",male,41.1604001,-124.1323646,988,103,39,12,7,,5.8,mm,mm,mm,mm,,g,testes 5 mm,
MVZ:Mamm:142866,Sorex vagrans vagrans,142866,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",769,1972-02-08,"skin, study; skull",female,49.0833,-123.0833,4149,105,42,13,8,4,5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142864,Sorex vagrans vagrans,142864,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1960,1972-02-08,"skin, study; skull",female,49.0833,-123.0833,4149,108,46,14,8,4,4.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:12587,Sorex vagrans vancouverensis,12587,Harry S. Swarth,British Columbia,,"Golden Eagle Mine, Vancouver Island, Vancouver Island, Vancouver Island",Harry S. Swarth 8405,1910-07-19,"skin, study; skull",male,48.9751,-124.8,27434,106,42,13,4,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143615,Sorex vagrans vagrans,143615,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1890,1972-09-26,"skin, study; skull",female,49.1167,-122.75,3666,107,43,12,8,3,4.2,mm,mm,mm,mm,mm,g,"lactating heavily, uterus large",
MVZ:Mamm:143608,Sorex vagrans vagrans,143608,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1883,1972-09-26,"skin, study; skull",female,49.1167,-122.75,3666,103,44,13,8,4,4.3,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:143610,Sorex vagrans vagrans,143610,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1885,1972-09-26,"skin, study; skull",male,49.1167,-122.75,3666,101,43,12,8,3,4,mm,mm,mm,mm,mm,g,Testes: 1 x 1.5 mm,
MVZ:Mamm:143597,Sorex vagrans vagrans,143597,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1872,1972-09-26,"skin, study; skull",female,49.1167,-122.75,3666,100,43,12,7,3,4.2,mm,mm,mm,mm,mm,g,uterus tiny,
MVZ:Mamm:206294,Sorex vagrans vagrans,206294,,California,Shasta County,"Trapsite B-2, Lassen Volcanic National Park",,2003-09-09,"skin, study; skull; tissue (frozen)",female,40.531735,-121.5583995,312,94,40,11,7,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:98920,Sorex vagrans vagrans,98920,"Seth B. Benson, George G. Permut",Washington,Whitman County,Pullman,8211,1941-02-20,skull,male,46.7314,-117.1786,4680,118,45,13,7,3,,mm,mm,mm,mm,mm,,,
MVZ:Mamm:142361,Sorex vagrans vagrans,142361,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 765,1972-02-01,"skin, study; skull",male,49,-123.0333,2622,102,45,13,8,3,4.5,mm,mm,mm,mm,mm,g,testes 4 x 5 mm,
MVZ:Mamm:142360,Sorex vagrans vagrans,142360,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 764,1972-02-01,"skin, study; skull",female,49,-123.0333,2622,98,44,12,8,3,3.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142358,Sorex vagrans vagrans,142358,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 762,1972-02-01,"skin, study; skull",female,49,-123.0333,2622,101,44,12,8,3,4.8,mm,mm,mm,mm,mm,g,,molting
MVZ:Mamm:107200,Sorex vagrans vagrans,107200,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10461,1947-07-23,"skin, study; skull",male,38.377051,-119.342674,5150,106,40,12,,,4.1,mm,mm,mm,,,g,,
MVZ:Mamm:143606,Sorex vagrans vagrans,143606,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1881,1972-09-26,"skin, study; skull",male,49.1167,-122.75,3666,94,38,11,8,3,3.2,mm,mm,mm,mm,mm,g,Testes: 1 x 1 mm,
MVZ:Mamm:143600,Sorex vagrans vagrans,143600,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1875,1972-09-26,"skin, study; skull",female,49.1167,-122.75,3666,100,43,12,7,3,3.4,mm,mm,mm,mm,mm,g,uterus small,
MVZ:Mamm:143592,Sorex vagrans vagrans,143592,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1864,1972-09-26,"skin, study; skull",male,49.1167,-122.75,3666,104,45,12,8,4,4,mm,mm,mm,mm,mm,g,Testes: 1 x 1 mm,
MVZ:Mamm:101301,Sorex vagrans vagrans,101301,Seth B. Benson,California,Marin County,W end of Tennessee Valley [=Elk Valley],Seth B. Benson 8652,1944-06-05,"skin, study; skull",female,37.84,-122.55,259,,39,13,9,3,5.7,,mm,mm,mm,mm,g,no emb.,"""total length"": ""100+"""
MVZ:Mamm:227348,Sorex vagrans vagrans,227348,James L. Patton,California,Shasta County,"east side Horseshoe Lake, Lassen Volcanic National Park",James L. Patton 25635,2009-08-30,"skeleton (postcranial); skull; tissue (ethanol, 95%)",male,40.4730812,-121.3306875,,104,42,13,7,,5.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:63464,Sorex vagrans vagrans,63464,John E. Hill,Oregon,Coos County,"Delmar, 9 mi S Marshfield",John E. Hill 641,1933-06-09,"skin, study; skull",male,43.2606,-124.2261,14,115,43,13.5,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:189908,Sorex vagrans vagrans,189908,William B. Richardson,Washington,Clark County,8 mi W Camas,William B. Richardson 2752,1942-08-01,"skin, study; skull",male,45.5872,-122.56327976,12426,103,40,12,3,6,,mm,mm,mm,mm,mm,,,
MVZ:Mamm:121874,Sorex vagrans vagrans,121874,Alan C. Ziegler,California,Plumas County,"Butt Creek, 8 mi S Chester",Alan C. Ziegler 936,1957-09-05,"skin, study; skull",male,40.1926667,-121.2041667,,,,13,7,,4,,,mm,mm,,g,"testes 0.5x1 mm, epio?","""total length"": ""97*"", ""tail length"": ""44*"", tail broken"
MVZ:Mamm:142689,Sorex vagrans vagrans,142689,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1824,1972-09-14,"skin, study; skull",male,49.0833,-123.0833,4149,101,42,12,7,3,3.5,mm,mm,mm,mm,mm,g,testes 1x1 mm,
MVZ:Mamm:181233,Sorex vagrans vagrans,181233,Richard M. Warner,California,Nevada County,"Sagehen Creek, 12.6 km N and 6.5 km W Truckee, Sagehen Creek Field Station",Richard M. Warner 168,1982-06-19,"skin, study; skull",male,39.4383,-120.257408,778,96,44,12,6,,8.4,mm,mm,mm,mm,,g,t. scrotal 5x3,
MVZ:Mamm:119545,Sorex vagrans vagrans,119545,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-10-04,skull,female,39.44433,-120.18423,4748,105,42,12,,,4.6,mm,mm,mm,,,g,,
MVZ:Mamm:68853,Sorex vagrans vagrans,68853,Annie M. Alexander,California,Siskiyou County,Medicine Lake,Annie M. Alexander 3016,1935-10-02,"skin, study; skull",female,41.5829958,-121.5985858,1458,104,41,12,,,4.8,mm,mm,mm,,,g,,
MVZ:Mamm:21168,Sorex vagrans vagrans,21168,Lee R. Dice,Washington,Walla Walla County,Wallula,Lee R. Dice 14--39,1914-06-15,"skin, study; skull",male,46.0856,-118.9042,818,105,42,12.5,,,,mm,mm,mm,,,,,
MVZ:Mamm:216757,Sorex vagrans vagrans,216757,Christopher J. Conroy,Oregon,Curry County,Sixes,Christopher J. Conroy 1812,2005-10-15,skeleton; tissue (frozen),female,42.818005,-124.4811202,235,98,42,11,7,,6.00,mm,mm,mm,mm,,g,Nulliparous,
MVZ:Mamm:12527,Sorex vagrans vancouverensis,12527,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 804,1910-06-10,"skin, study; skull",female,49.25,-124.8,26356,100,40,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:115583,Sorex vagrans paludivagus,115583,Robert L. Rudd,California,San Mateo County,"4.5 mi S Lake Merced, Skyline Blvd.",Robert L. Rudd 1837,1952-03-28,"skin, study; skull",male,37.660825,-122.474812,9,101,38,12,8,,3.4,mm,mm,mm,mm,,g,testes: 1.5 mm; juv,
MVZ:Mamm:142474,Sorex vagrans vagrans,142474,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1022,1972-04-27,"skin, study; skull",male,49.0833,-123.0833,4149,104,43,13,7,3,4.4,mm,mm,mm,mm,mm,g,testes 1x2 mm juv.,
MVZ:Mamm:134712,Sorex vagrans vagrans,134712,Walter W. Dalquest,Washington,Skagit County,Strawberry Bay,Walter W. Dalquest 1475,1939-07-06,"skin, study; skull",male,48.5631,-122.7206,496,101,43,12.1,,,6.7,mm,mm,mm,,,g,,
MVZ:Mamm:134704,Sorex vagrans vagrans,134704,Walter W. Dalquest,Washington,Skagit County,Strawberry Bay,Walter W. Dalquest 1462,1939-07-06,"skin, study; skull",female,48.5631,-122.7206,496,98,43,12.4,,,4.7,mm,mm,mm,,,g,,
MVZ:Mamm:63467,Sorex vagrans vagrans,63467,John E. Hill,Oregon,Washington County,Hillsboro,John E. Hill 592,1933-05-23,"skin, study; skull",female,45.5231,-122.9886,9669,102,35,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143641,Sorex vagrans vagrans,143641,Myrnal L. Hawes,British Columbia,,"University of British Columbia Endowment Lands, Vancouver",Myrnal L. Hawes 1191,1972-06-04,"skin, study; skull",female,49.25,-123.11667,12215,100,42,13,8,3,4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:216759,Sorex vagrans vagrans,216759,Christopher J. Conroy,Oregon,Curry County,Sixes,Christopher J. Conroy 1814,2005-10-15,"skin, study; skull; tissue (frozen)",female,42.818005,-124.4811202,235,96,43,10,5,,5.50,mm,mm,mm,mm,,g,Lactating. No embryos.,
MVZ:Mamm:23967,Sorex vagrans vagrans,23967,Joseph Scattergood Dixon,California,Mono County,Mono Lake Post Office,Joseph Scattergood Dixon 4633,1916-05-21,"skin, study; skull",female,37.990578,-119.141074,2013,105,35,13,6,,11,mm,mm,mm,mm,,g,6E,
MVZ:Mamm:138647,Sorex vagrans vagrans,138647,,California,Placer County,"Robinson Flat Campground, Tahoe National Forest",171,1969-08-01,"skin, study; skull",female,39.1580549,-120.4949189,455,99,45,12.3,6,,5.7,mm,mm,mm,mm,,g,no embryos,
MVZ:Mamm:206903,Sorex vagrans vagrans,206903,,California,Lassen County,"Blue Lake Campground, Warner Mts., Modoc National Forest",1,2003-09-13,"DNA (frozen); skeleton (postcranial); skin, study; skull; tissue (ethanol, 95%)",unknown,41.13983,-120.28043,644,98,38,11,4,,4,mm,mm,mm,mm,,g,testes = 1x1 mm,
MVZ:Mamm:105332,Sorex vagrans vagrans,105332,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10221,1946-07-28,"skin, study; skull",male,38.377051,-119.342674,5150,106,42,13,9,4,4.8,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142793,Sorex vagrans vagrans,142793,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1631,1971-08-19,"skin, study; skull",male,49.0833,-123.0833,4149,96,45,13,8,4,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:227344,Sorex vagrans vagrans,227344,James L. Patton,California,Shasta County,"east side Horseshoe Lake, Lassen Volcanic National Park",James L. Patton 25631,2009-08-15,"skeleton (postcranial); skull; tissue (ethanol, 95%)",female,40.4730812,-121.3306875,,104,42,13,7,,5.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:142720,Sorex vagrans vagrans,142720,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1943,1972-10-24,"skin, study; skull",male,49.0833,-123.0833,4149,94,38,11.5,8,3,3.6,mm,mm,mm,mm,mm,g,testes 1x1 mm,molting
MVZ:Mamm:142759,Sorex vagrans vagrans,142759,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1997,1972-11-20,"skin, study; skull",male,49.0833,-123.0833,4149,98,42,12,7,3,3.5,mm,mm,mm,mm,mm,g,testes 1x1.5 mm,
MVZ:Mamm:142729,Sorex vagrans vagrans,142729,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1952,1972-10-24,"skin, study; skull",male,49.0833,-123.0833,4149,89,35,11,7,3,3.6,mm,mm,mm,mm,mm,g,testes 1x1 mm,molting
MVZ:Mamm:143147,Sorex vagrans vagrans,143147,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 818,1972-02-25,"skin, study; skull",male,49.2167,-122.6,5596,106,46,14,8,3,5.4,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:142878,Sorex vagrans vagrans,142878,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",971,1972-04-19,"skin, study; skull",female,49.0833,-123.0833,4149,101,46,13,8,3,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:114992,Sorex vagrans halicoetes,114992,Robert L. Rudd,California,Santa Clara County,1.75 mi NE Alviso,Robert L. Rudd 1518,1950-12-09,"skin, study; skull",female,37.442807,-121.949837,183,112,39,12.5,8,,6,mm,mm,mm,mm,,g,,
MVZ:Mamm:114997,Sorex vagrans halicoetes,114997,Robert L. Rudd,California,Santa Clara County,1.75 mi NE Alviso,Robert L. Rudd 1523,1950-12-09,"skin, study; skull",female,37.442807,-121.949837,183,110,45,13,7,,4.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:114998,Sorex vagrans halicoetes,114998,Robert L. Rudd,California,Santa Clara County,1.75 mi NE Alviso,Robert L. Rudd 1524,1950-12-09,"skin, study; skull",male,37.442807,-121.949837,183,95,36,12.5,7,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:143150,Sorex vagrans vagrans,143150,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 821,1972-02-25,"skin, study; skull",male,49.2167,-122.6,5596,104,42,13,8,4,5.2,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:143148,Sorex vagrans vagrans,143148,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 819,1972-02-25,"skin, study; skull",male,49.2167,-122.6,5596,102,43,13,8,4,4.5,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:118651,Sorex vagrans vagrans,118651,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III#-9,1953-09-06,skull,male,39.438,-120.2111667,,105,42,,,,4.7,mm,mm,,,,g,,
MVZ:Mamm:118648,Sorex vagrans vagrans,118648,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7-III#-7,1953-09-06,skull,female,39.438,-120.2111667,,97,37,,,,4.6,mm,mm,,,,g,,
MVZ:Mamm:105331,Sorex vagrans vagrans,105331,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10220,1946-07-28,"skin, study; skull",male,38.377051,-119.342674,5150,107,40,12,8,3,8,mm,mm,mm,mm,mm,g,T 6 mm,
MVZ:Mamm:142721,Sorex vagrans vagrans,142721,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1944,1972-10-24,"skin, study; skull",male,49.0833,-123.0833,4149,102,44,12,7,4,3.5,mm,mm,mm,mm,mm,g,testes 1x1 mm,
MVZ:Mamm:142730,Sorex vagrans vagrans,142730,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1953,1972-10-24,"skin, study; skull",female,49.0833,-123.0833,4149,93,37,11.5,8,3,3.3,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:123589,Sorex vagrans halicoetes,123589,"Alan C. Ziegler, George F. Fisler",California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",1324,1958-11-09,"skin, study; skull",female,37.9745281,-122.3765387,1661,97,40,13,7,,4.5,mm,mm,mm,mm,,g,no emb,
MVZ:Mamm:123592,Sorex vagrans halicoetes,123592,"Alan C. Ziegler, George F. Fisler",California,Contra Costa County,"San Pablo Creek salt marsh, Richmond",1327,1958-11-09,"skin, study; skull",male,37.9745281,-122.3765387,1661,94,39,13,6,,4.2,mm,mm,mm,mm,,g,"testes 0.5 x 1 mm, ?",
MVZ:Mamm:143149,Sorex vagrans vagrans,143149,Myrnal L. Hawes,British Columbia,,"Ubc Research Forest, Haney",Myrnal L. Hawes 820,1972-02-25,"skin, study; skull",male,49.2167,-122.6,5596,110,47,13,8,3,4.7,mm,mm,mm,mm,mm,g,testes 4x5 mm,
